0.04504505,0.1416667
0.05829596,0.1479167
0.08358209,0.1541667
0.05145414,0.1604167
0.08944544,0.1291667
0.08643815,0.1354167
0.08939974,0.1270833
0.10614525,0.1333333
0.09433962,0.13125
0.10723861,0.1291667
0.1509434,0.4304348
0.1028037,0.2956522
0.2111801,0.2652174
0.1488372,0.2869565
0.2156134,0.3347826
0.121118,0.3217391
0.1968085,0.2434783
0.1976744,0.2869565
0.214876,0.2478261
0.1914498,0.2956522
0.046875,0.1567398
0.04296875,0.1504702
0.05729167,0.1442006
0.05273438,0.1159875
0.059375,0.153605
0.0625,0.1316614
0.06361607,0.1410658
0.07714844,0.1253918
0.07986111,0.137931
0.06953125,0.137931
0,0.2987013
0.04918033,0.3246753
0.06521739,0.2922078
0.14693878,0.2792208
0.10749186,0.3051948
0.15217391,0.2662338
0.14219114,0.2727273
0.12830957,0.2792208
0.18297101,0.3051948
0.14495114,0.2532468
0.07207207,0.1291667
0.05829596,0.1520833
0.10149254,0.1395833
0.098434,0.13125
0.08765653,0.1291667
0.10581222,0.13125
0.10855683,0.1354167
0.11620112,0.1395833
0.09533267,0.13125
0.10634495,0.1354167
0.2641509,0.3130435
0.1588785,0.2652174
0.1863354,0.2782609
0.172093,0.2521739
0.2379182,0.273913
0.1490683,0.2869565
0.2367021,0.2565217
0.2232558,0.2478261
0.1797521,0.2652174
0.2063197,0.2521739
0.09727273,0.1395833
0.10237154,0.13125
0.14607843,0.1270833
0.10945982,0.13125
0.12877421,0.1291667
0.11918349,0.11875
0.1278049,0.1104167
0.12746869,0.1229167
0.12018055,0.1229167
0.12422189,0.1166667
0.2683333,0.2869565
0.2409091,0.2826087
0.3005882,0.2782609
0.2642857,0.2565217
0.2339642,0.2478261
0.241966,0.2608696
0.2417259,0.226087
0.23247,0.2478261
0.2480442,0.2347826
0.2415444,0.2434783
0.08030303,0.1354167
0.08043478,0.1333333
0.12575758,0.13125
0.10050505,0.1229167
0.10016234,0.125
0.10726514,0.1166667
0.10223953,0.1125
0.10612984,0.1270833
0.09037624,0.1104167
0.09827059,0.1145833
0.2966667,0.3608696
0.2436364,0.2782609
0.2551471,0.2478261
0.2699134,0.2608696
0.2380342,0.2521739
0.2239583,0.2521739
0.2283073,0.2478261
0.2302326,0.2347826
0.2270833,0.2565217
0.221174,0.2478261